cell_line,histotype_code,patient_id,rna_passage,wes_passage,tmt_plex,gene,rna_gene_ids,rna_tpm,rna_log2_tpm_plus1,rna_rank_all_models_desc,rna_n_measured_models,rna_rank_within_histotype_desc,rna_n_measured_within_histotype,rna_histotype_patient_median_log2_tpm_plus1,rna_histotype_measured_patients,rna_log2_tpm_plus1_delta_histotype_patient_median,protein_row,protein_uniprot,protein_isodoping,protein_unique_peptides,protein_log2_normalised,protein_rank_all_models_desc,protein_n_measured_models,interpretation
OV1369-R2,HGS,1369,p69,P66,1.0,CCNE1,ENSG00000105173,20.889146,4.452143764088775,23.0,31,13.0,15,5.363526958361573,12.0,-0.9113831942727977,CCNE1,P24864,True,5,12.5268281602376,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,BRAF,ENSG00000157764,5.9735795000000005,2.801899373642202,18.0,31,6.0,15,2.4101175607091063,12.0,0.3917818129330959,BRAF,P15056,False,2,7.951099951232749,4.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,BRAF,ENSG00000157764,3.4513464,2.1542417744627538,28.0,31,12.0,15,2.4101175607091063,12.0,-0.25587578624635254,BRAF,P15056,False,2,7.655108861962544,13.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,BRAF,ENSG00000157764,3.2640098286500003,2.09221076354931,29.0,31,13.0,15,2.4101175607091063,12.0,-0.3179067971597962,BRAF,P15056,False,2,7.701168882121097,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,BRAF,ENSG00000157764,11.422855623000002,3.6349249366904557,1.0,31,1.0,15,2.4101175607091063,12.0,1.2248073759813494,BRAF,P15056,False,2,7.600004250168277,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,BRAF,ENSG00000157764,7.317186199999999,3.0560955305407784,12.0,31,4.0,15,2.4101175607091063,12.0,0.6459779698316721,BRAF,P15056,False,2,7.501376748898032,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,BRAF,ENSG00000157764,3.7198122,2.2387294562992173,26.0,31,11.0,15,2.4101175607091063,12.0,-0.17138810440988905,BRAF,P15056,False,2,7.53426499986083,24.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,BRAF,ENSG00000157764,2.6519331155019996,1.8686603428639732,30.0,31,14.0,15,2.4101175607091063,12.0,-0.5414572178451331,BRAF,P15056,False,2,7.562939990996998,20.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,BRAF,ENSG00000157764,6.741815900000001,2.9526720008212624,16.0,31,5.0,15,2.4101175607091063,12.0,0.542554440112156,BRAF,P15056,False,2,7.527406041505921,25.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,15,2.4101175607091063,12.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,BRAF,ENSG00000157764,4.1615834,2.3678137038091944,22.0,31,7.0,15,2.4101175607091063,12.0,-0.042303856899911896,BRAF,P15056,False,2,7.778089386359665,8.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,BRAF,ENSG00000157764,2.6069996,1.8507992631371137,31.0,31,15.0,15,2.4101175607091063,12.0,-0.5593182975719926,BRAF,P15056,False,2,7.575079495429501,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,BRAF,ENSG00000157764,4.070628388430199,2.3421645473657344,23.0,31,8.0,15,2.4101175607091063,12.0,-0.06795301334337189,BRAF,P15056,False,2,7.472259255349191,28.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,BRAF,ENSG00000157764,7.818216100000001,3.1404868322018142,9.0,31,3.0,15,2.4101175607091063,12.0,0.7303692714927079,BRAF,P15056,False,2,7.628360350410203,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,BRAF,ENSG00000157764,NA,NA,NA,31,NA,0,NA,0.0,NA,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,BRAF,ENSG00000157764,5.52372011141,2.705694887116827,19.0,31,5.0,7,2.965918622169637,7.0,-0.26022373505281005,BRAF,P15056,False,2,7.809231669987119,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,BRAF,ENSG00000157764,7.833095589999999,3.1429191241352004,8.0,31,3.0,7,2.965918622169637,7.0,0.17700050196556338,BRAF,P15056,False,2,7.706149308075158,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,BRAF,ENSG00000157764,5.144062600000001,2.6191929153184237,21.0,31,7.0,7,2.965918622169637,7.0,-0.3467257068512133,BRAF,P15056,False,2,7.125377530296547,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,BRAF,ENSG00000157764,6.813227499999999,2.965918622169637,14.0,31,4.0,7,2.965918622169637,7.0,0.0,BRAF,P15056,False,2,7.616891102112111,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,BRAF,ENSG00000157764,NA,NA,NA,31,NA,7,2.965918622169637,7.0,NA,BRAF,P15056,False,2,7.53781646450702,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,BRAF,ENSG00000157764,8.3282659,3.22160891280341,6.0,31,2.0,7,2.965918622169637,7.0,0.255690290633773,BRAF,P15056,False,2,7.595356375404232,17.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,BRAF,ENSG00000157764,5.4877257,2.697712823930136,20.0,31,6.0,7,2.965918622169637,7.0,-0.2682057982395012,BRAF,P15056,False,2,7.190012230139798,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,BRAF,ENSG00000157764,11.201061100000002,3.608934716211497,2.0,31,1.0,7,2.965918622169637,7.0,0.6430160940418599,BRAF,P15056,False,2,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,BRAF,ENSG00000157764,10.6082754,3.537081746963336,3.0,31,1.0,2,3.3353841406067857,2.0,0.20169760635655054,BRAF,P15056,False,2,7.897202840772889,5.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,BRAF,ENSG00000157764,7.7767483,3.133686534250235,10.0,31,2.0,2,3.3353841406067857,2.0,-0.20169760635655054,BRAF,P15056,False,2,7.545308740958466,21.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,BRAF,ENSG00000157764,3.6912248,2.22996463536268,27.0,31,3.0,3,2.905126679029773,3.0,-0.6751620436670929,BRAF,P15056,False,2,7.78803458552269,7.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,BRAF,ENSG00000157764,7.0193328,3.0034822109729125,13.0,31,1.0,3,2.905126679029773,3.0,0.09835553194313951,BRAF,P15056,False,2,7.50064676007243,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,BRAF,ENSG00000157764,6.4908357,2.905126679029773,17.0,31,2.0,3,2.905126679029773,3.0,0.0,BRAF,P15056,False,2,8.0712142951643,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,BRAF,ENSG00000157764,6.7594455,2.9559535592444783,15.0,31,2.0,2,3.136685242855669,2.0,-0.18073168361119052,BRAF,P15056,False,2,7.975726208493743,3.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,BRAF,ENSG00000157764,8.9687798,3.317416926466859,5.0,31,1.0,2,3.136685242855669,2.0,0.18073168361119007,BRAF,P15056,False,2,7.587813669730924,18.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,BRAF,ENSG00000157764,7.6917537,3.119647293154362,11.0,31,2.0,2,3.133198485847286,2.0,-0.01355119269292393,BRAF,P15056,False,2,7.982218337505204,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,BRAF,ENSG00000157764,7.8565798408,3.1467496785402105,7.0,31,1.0,2,3.133198485847286,2.0,0.013551192692924374,BRAF,P15056,False,2,7.53756058601791,23.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,PIK3CA,ENSG00000121879,0.746989,0.8048705242847747,30.0,31,14.0,15,1.6321679974636898,12.0,-0.8272974731789151,PIK3CA,P42336,True,4,11.05797709789722,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,PIK3CA,ENSG00000121879,5.87956,2.782316296596379,13.0,31,3.0,15,1.6321679974636898,12.0,1.150148299132689,PIK3CA,P42336,True,4,11.41890697259166,13.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,PIK3CA,ENSG00000121879,1.920162,1.5460484068154396,23.0,31,8.0,15,1.6321679974636898,12.0,-0.08611959064825014,PIK3CA,P42336,True,4,11.06323966146887,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,PIK3CA,ENSG00000121879,1.437277,1.2852702247241194,24.0,31,9.0,15,1.6321679974636898,12.0,-0.34689777273957034,PIK3CA,P42336,True,4,11.52340728417706,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,PIK3CA,ENSG00000121879,3.769683,2.253893385827187,17.0,31,4.0,15,1.6321679974636898,12.0,0.621725388363497,PIK3CA,P42336,True,4,11.27803741116273,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,PIK3CA,ENSG00000121879,2.336694,1.7384193865727606,20.0,31,6.0,15,1.6321679974636898,12.0,0.10625138910907084,PIK3CA,P42336,True,4,11.31156075089152,20.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,PIK3CA,ENSG00000121879,7.472982,3.0828698042062213,11.0,31,2.0,15,1.6321679974636898,12.0,1.4507018067425315,PIK3CA,P42336,True,4,11.52427765797698,5.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,PIK3CA,ENSG00000121879,1.10433,1.0733609651014564,26.0,31,11.0,15,1.6321679974636898,12.0,-0.5588070323622334,PIK3CA,P42336,True,4,11.22422972440576,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,PIK3CA,ENSG00000121879,1.249397,1.1695383073520313,25.0,31,10.0,15,1.6321679974636898,12.0,-0.46262969011165844,PIK3CA,P42336,True,4,11.39098923184511,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,PIK3CA,ENSG00000121879,0.948145,0.962101060888286,27.0,31,12.0,15,1.6321679974636898,12.0,-0.6700669365754038,PIK3CA,P42336,True,4,11.23467511521668,25.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,PIK3CA,ENSG00000121879,0.572417,0.652983866485377,31.0,31,15.0,15,1.6321679974636898,12.0,-0.9791841309783128,PIK3CA,P42336,True,4,11.45650003672942,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,15,1.6321679974636898,12.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,PIK3CA,ENSG00000121879,2.244859,1.698155789651119,21.0,31,7.0,15,1.6321679974636898,12.0,0.06598779218742923,PIK3CA,P42336,True,4,11.34815082357183,18.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,PIK3CA,ENSG00000121879,0.773547,0.8266375630153945,29.0,31,13.0,15,1.6321679974636898,12.0,-0.8055304344482953,PIK3CA,P42336,True,4,11.36363260684705,17.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,PIK3CA,ENSG00000121879,2.8478269999999997,1.9440439363603603,18.0,31,5.0,15,1.6321679974636898,12.0,0.31187593889667053,PIK3CA,P42336,True,4,11.39218539055164,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,PIK3CA,ENSG00000121879,14.07012,3.9136189997272552,3.0,31,1.0,15,1.6321679974636898,12.0,2.2814510022635655,PIK3CA,P42336,True,4,11.67359251922041,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,0,NA,0.0,NA,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,PIK3CA,ENSG00000121879,2.599175,1.847666251052356,19.0,31,6.0,7,2.7085779360158857,7.0,-0.8609116849635297,PIK3CA,P42336,True,4,11.52608296280119,4.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,PIK3CA,ENSG00000121879,2.214113,1.6844206513757398,22.0,31,7.0,7,2.7085779360158857,7.0,-1.0241572846401459,PIK3CA,P42336,True,4,11.51926603614752,7.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,PIK3CA,ENSG00000121879,5.53677,2.7085779360158857,14.0,31,4.0,7,2.7085779360158857,7.0,0.0,PIK3CA,P42336,True,4,11.13741385826036,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,PIK3CA,ENSG00000121879,7.043326,3.007792194373606,12.0,31,3.0,7,2.7085779360158857,7.0,0.2992142583577202,PIK3CA,P42336,True,4,11.1700029127061,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,PIK3CA,ENSG00000121879,NA,NA,NA,31,NA,7,2.7085779360158857,7.0,NA,PIK3CA,P42336,True,4,11.50200328686684,8.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,PIK3CA,ENSG00000121879,5.38204,2.674017650864293,15.0,31,5.0,7,2.7085779360158857,7.0,-0.034560285151592485,PIK3CA,P42336,True,4,11.14099145856941,28.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,PIK3CA,ENSG00000121879,7.731214,3.126182262103656,10.0,31,2.0,7,2.7085779360158857,7.0,0.4176043260877704,PIK3CA,P42336,True,4,11.42762366941513,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,PIK3CA,ENSG00000121879,10.638683,3.5408559111347846,8.0,31,1.0,7,2.7085779360158857,7.0,0.8322779751188989,PIK3CA,P42336,True,4,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,PIK3CA,ENSG00000121879,14.187639,3.9248257074703417,2.0,31,1.0,2,3.8390673930887003,2.0,0.08575831438164139,PIK3CA,P42336,True,4,11.50107654298705,9.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,PIK3CA,ENSG00000121879,12.485238,3.7533090787070584,6.0,31,2.0,2,3.8390673930887003,2.0,-0.08575831438164183,PIK3CA,P42336,True,4,11.3478120446166,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,PIK3CA,ENSG00000121879,0.946789,0.9610965280492274,28.0,31,3.0,3,3.6428107227732225,3.0,-2.681714194723995,PIK3CA,P42336,True,4,11.99649648113659,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,PIK3CA,ENSG00000121879,11.490945,3.6428107227732225,7.0,31,2.0,3,3.6428107227732225,3.0,0.0,PIK3CA,P42336,True,4,11.37951047533744,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,PIK3CA,ENSG00000121879,12.769968,3.7834533016881298,5.0,31,1.0,3,3.6428107227732225,3.0,0.14064257891490728,PIK3CA,P42336,True,4,11.26191263020547,24.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
